StudentID; DepartmentID; CourseNumber; CourseDate(month, year); Credits; StudentGrade 
172;ROB5;140;JAN/2020;3;70
605;CS1;137;FEB/2020;2;79
308;PHY2;109;MAR/2020;4;98
945;ART3;126;APR/2020;3;61
451;ELE4;118;MAY/2020;6;77
443;ROB5;122;JUN/2020;4;50
475;CS1;137;JUL/2020;3;42
386;PHY2;115;AUG/2020;2;49
786;ART3;137;SEP/2020;3;77
501;ELE4;121;SEP/2020;5;73
716;ROB5;108;SEP/2020;6;60
868;CS1;134;NOV/2020;6;38
985;PHY2;147;JAN/2020;4;94
313;ART3;149;FEB/2020;2;75
742;ELE4;106;MAR/2020;6;44
338;ROB5;126;APR/2020;3;65
569;CS1;102;MAY/2020;3;35
443;PHY2;121;JUN/2020;5;94
600;ART3;148;JUL/2020;2;45
647;ELE4;126;AUG/2020;2;64
196;ROB5;108;SEP/2020;3;85
222;CS1;123;SEP/2020;2;67
477;PHY2;114;SEP/2020;3;47
789;ART3;125;NOV/2020;3;42
403;ELE4;114;JAN/2020;4;36
553;ROB5;113;FEB/2020;3;39
746;CS1;146;MAR/2020;5;83
848;PHY2;141;APR/2020;6;99
813;ART3;136;MAY/2020;6;98
554;ELE4;133;JUN/2020;3;44
898;ROB5;122;JUL/2020;4;56
890;CS1;108;AUG/2020;2;79
268;PHY2;136;SEP/2020;4;39
179;ART3;107;SEP/2020;5;85
526;ELE4;116;SEP/2020;4;36
673;ROB5;110;NOV/2020;3;55
110;CS1;123;JAN/2020;4;79
261;PHY2;149;FEB/2020;3;47
991;ART3;131;MAR/2020;6;64
601;ELE4;137;APR/2020;5;36
307;ROB5;111;MAY/2020;5;48
451;CS1;143;JUN/2020;5;36
142;PHY2;102;JUL/2020;4;96
793;ART3;139;AUG/2020;5;60
524;ELE4;101;SEP/2020;4;90
873;ROB5;150;SEP/2020;6;60
318;CS1;150;SEP/2020;2;60
498;PHY2;148;NOV/2020;4;97
321;ART3;121;JAN/2020;6;42
765;ELE4;134;FEB/2020;2;70
399;ROB5;125;MAR/2020;6;42
119;CS1;148;APR/2020;5;71
718;PHY2;132;MAY/2020;5;81
849;ART3;103;JUN/2020;4;70
251;ELE4;123;JUL/2020;6;59
893;ROB5;121;AUG/2020;2;98
378;CS1;103;SEP/2020;3;54
885;PHY2;137;SEP/2020;6;57
904;ART3;139;SEP/2020;4;99
879;ELE4;129;NOV/2020;2;36
355;ROB5;150;JAN/2020;3;77
945;CS1;112;FEB/2020;2;91
935;PHY2;125;MAR/2020;5;74
291;ART3;125;APR/2020;2;59
760;ELE4;132;MAY/2020;2;73
580;ROB5;128;JUN/2020;5;75
286;CS1;109;JUL/2020;3;35
444;PHY2;111;AUG/2020;2;69
602;ART3;129;SEP/2020;5;58
805;ELE4;122;SEP/2020;3;55
273;ROB5;106;SEP/2020;3;46
357;CS1;110;NOV/2020;3;71
329;PHY2;113;JAN/2020;6;88
376;ART3;139;FEB/2020;4;92
245;ELE4;143;MAR/2020;3;50
454;ROB5;143;APR/2020;2;50
359;CS1;108;MAY/2020;2;37
284;PHY2;141;JUN/2020;3;67
329;ART3;117;JUL/2020;2;52
325;ELE4;119;AUG/2020;4;71
511;ROB5;143;SEP/2020;2;83
740;CS1;113;SEP/2020;5;50
821;PHY2;137;SEP/2020;3;37
888;ART3;131;NOV/2020;6;97
813;ELE4;132;JAN/2020;6;40
988;ROB5;123;FEB/2020;2;68
471;CS1;130;MAR/2020;6;64
616;PHY2;113;APR/2020;4;87
523;ART3;120;MAY/2020;2;57
590;ELE4;116;JUN/2020;2;43
401;ROB5;138;JUL/2020;5;42
651;CS1;150;AUG/2020;6;71
318;PHY2;141;SEP/2020;6;93
850;ART3;117;SEP/2020;3;54
629;ELE4;134;SEP/2020;2;61
395;ROB5;107;NOV/2020;4;50
903;CS1;136;JAN/2020;3;46
519;PHY2;117;FEB/2020;4;41
427;ART3;115;MAR/2020;6;88
186;ELE4;106;APR/2020;5;75
292;ROB5;147;MAY/2020;2;95
619;CS1;120;JUN/2020;5;36
275;PHY2;136;JUL/2020;3;86
742;ART3;120;AUG/2020;6;73
987;ELE4;112;SEP/2020;6;47
860;ROB5;123;SEP/2020;4;95
454;CS1;145;SEP/2020;2;78
709;PHY2;118;NOV/2020;6;60
555;ART3;147;JAN/2020;5;35
678;ELE4;100;FEB/2020;2;97
339;ROB5;128;MAR/2020;4;58
855;CS1;132;APR/2020;3;97
193;PHY2;111;MAY/2020;2;73
861;ART3;132;JUN/2020;2;36
621;ELE4;103;JUL/2020;5;37
980;ROB5;111;AUG/2020;6;100
278;CS1;120;SEP/2020;5;38
794;PHY2;128;SEP/2020;2;53
840;ART3;115;SEP/2020;6;63
774;ELE4;111;NOV/2020;4;67
434;ROB5;100;JAN/2020;2;39
796;CS1;150;FEB/2020;3;35
743;PHY2;134;MAR/2020;5;54
583;ART3;119;APR/2020;5;83
958;ELE4;123;MAY/2020;2;82
980;ROB5;125;JUN/2020;5;69
548;CS1;106;JUL/2020;6;66
730;PHY2;101;AUG/2020;5;78
670;ART3;141;SEP/2020;6;56
696;ELE4;115;SEP/2020;5;75
541;ROB5;113;SEP/2020;3;36
742;CS1;104;NOV/2020;3;97
630;PHY2;103;JAN/2020;2;75
798;ART3;120;FEB/2020;2;94
469;ELE4;119;MAR/2020;5;35
727;ROB5;116;APR/2020;5;57
667;CS1;123;MAY/2020;6;81
204;PHY2;138;JUN/2020;4;85
980;ART3;139;JUL/2020;3;65
862;ELE4;136;AUG/2020;2;84
886;ROB5;123;SEP/2020;6;72
669;CS1;118;SEP/2020;6;43
351;PHY2;142;SEP/2020;5;86
335;ART3;103;NOV/2020;4;67
486;ELE4;130;JAN/2020;4;46
457;ROB5;104;FEB/2020;2;96
453;CS1;123;MAR/2020;3;62
686;PHY2;134;APR/2020;4;58
639;ART3;101;MAY/2020;4;50
724;ELE4;137;JUN/2020;4;60
823;ROB5;114;JUL/2020;3;42
516;CS1;118;AUG/2020;3;94
205;PHY2;103;SEP/2020;3;71
796;ART3;137;SEP/2020;3;89
167;ELE4;107;SEP/2020;2;48
886;ROB5;122;NOV/2020;4;63
892;CS1;111;JAN/2020;4;96
770;PHY2;150;FEB/2020;3;71
356;ART3;121;MAR/2020;3;74
283;ELE4;108;APR/2020;4;53
756;ROB5;123;MAY/2020;5;95
195;CS1;124;JUN/2020;2;43
772;PHY2;131;JUL/2020;6;93
280;ART3;148;AUG/2020;6;86
748;ELE4;141;SEP/2020;4;83
486;ROB5;145;SEP/2020;5;81
541;CS1;141;SEP/2020;6;99
764;PHY2;113;NOV/2020;4;69
495;ART3;107;JAN/2020;6;59
715;ELE4;108;FEB/2020;3;84
109;ROB5;116;MAR/2020;2;94
460;CS1;109;APR/2020;5;54
835;PHY2;123;MAY/2020;2;84
739;ART3;146;JUN/2020;5;93
807;ELE4;113;JUL/2020;3;51
511;ROB5;128;AUG/2020;4;55
985;CS1;112;SEP/2020;6;99
394;PHY2;139;SEP/2020;6;41
176;ART3;116;SEP/2020;3;81
766;ELE4;100;NOV/2020;5;42
662;ROB5;120;JAN/2020;2;87
634;CS1;143;FEB/2020;4;37
552;PHY2;120;MAR/2020;6;44
921;ART3;121;APR/2020;5;89
426;ELE4;105;MAY/2020;6;99
744;ROB5;136;JUN/2020;3;82
832;CS1;125;JUL/2020;5;94
668;PHY2;114;AUG/2020;5;37
695;ART3;123;SEP/2020;3;42
178;ELE4;141;SEP/2020;2;52
601;ROB5;122;SEP/2020;3;78
191;CS1;127;NOV/2020;6;96
778;PHY2;145;JAN/2020;5;47
988;ART3;116;FEB/2020;2;45
918;ELE4;146;MAR/2020;3;63
578;ROB5;111;APR/2020;6;50
166;CS1;118;MAY/2020;2;72
475;PHY2;118;JUN/2020;6;58
394;ART3;114;JUL/2020;5;41
983;ELE4;139;AUG/2020;4;56
746;ROB5;124;SEP/2020;4;88
620;CS1;135;SEP/2020;5;40
502;PHY2;133;SEP/2020;4;45
192;ART3;149;NOV/2020;5;44
493;ELE4;110;JAN/2020;4;95
548;ROB5;143;FEB/2020;2;65
794;CS1;143;MAR/2020;4;39
341;PHY2;125;APR/2020;6;50
657;ART3;130;MAY/2020;6;55
377;ELE4;133;JUN/2020;2;78
650;ROB5;131;JUL/2020;4;74
650;CS1;121;AUG/2020;4;79
841;PHY2;108;SEP/2020;5;60
681;ART3;109;SEP/2020;4;43
824;ELE4;131;SEP/2020;6;98
501;ROB5;150;NOV/2020;5;41
382;CS1;109;JAN/2020;6;79
755;PHY2;106;FEB/2020;5;44
731;ART3;140;MAR/2020;5;96
626;ELE4;122;APR/2020;6;74
201;ROB5;129;MAY/2020;5;72
589;CS1;133;JUN/2020;3;69
926;PHY2;123;JUL/2020;2;74
151;ART3;109;AUG/2020;3;81
176;ELE4;150;SEP/2020;3;88
737;ROB5;131;SEP/2020;2;82
430;CS1;136;SEP/2020;3;55
739;PHY2;102;NOV/2020;4;52
583;ART3;108;JAN/2020;6;61
511;ELE4;109;FEB/2020;5;96
144;ROB5;135;MAR/2020;5;42
300;CS1;133;APR/2020;2;63
845;PHY2;129;MAY/2020;3;55
350;ART3;100;JUN/2020;4;81
203;ELE4;103;JUL/2020;6;60
991;ROB5;106;AUG/2020;2;67
560;CS1;126;SEP/2020;2;74
731;PHY2;131;SEP/2020;2;68
733;ART3;120;SEP/2020;5;39
486;ELE4;142;NOV/2020;4;91
537;ROB5;114;JAN/2020;2;61
746;CS1;128;FEB/2020;2;88
143;PHY2;137;MAR/2020;5;100
236;ART3;113;APR/2020;4;87
710;ELE4;143;MAY/2020;3;48
421;ROB5;126;JUN/2020;5;47
402;CS1;101;JUL/2020;5;92
595;PHY2;121;AUG/2020;6;67
757;ART3;136;SEP/2020;2;42
908;ELE4;115;SEP/2020;4;89
881;ROB5;145;SEP/2020;6;53
354;CS1;140;NOV/2020;6;84
300;PHY2;104;JAN/2020;6;60
312;ART3;149;FEB/2020;3;38
963;ELE4;107;MAR/2020;4;64
215;ROB5;111;APR/2020;2;95
908;CS1;118;MAY/2020;3;88
888;PHY2;124;JUN/2020;5;63
211;ART3;128;JUL/2020;6;96
781;ELE4;110;AUG/2020;4;80
486;ROB5;150;SEP/2020;2;71
186;CS1;139;SEP/2020;4;82
123;PHY2;128;SEP/2020;4;41
907;ART3;103;NOV/2020;6;100
260;ELE4;123;JAN/2020;4;86
754;ROB5;115;FEB/2020;5;60
730;CS1;108;MAR/2020;2;78
437;PHY2;135;APR/2020;5;79
547;ART3;139;MAY/2020;5;80
195;ELE4;146;JUN/2020;2;42
590;ROB5;132;JUL/2020;6;80
613;CS1;150;AUG/2020;4;66
135;PHY2;104;SEP/2020;4;57
679;ART3;107;SEP/2020;2;87
618;ELE4;130;SEP/2020;4;35
787;ROB5;102;NOV/2020;3;76
632;CS1;139;JAN/2020;2;97
609;PHY2;105;FEB/2020;3;65
513;ART3;141;MAR/2020;2;98
876;ELE4;140;APR/2020;6;87
931;ROB5;131;MAY/2020;5;96
346;CS1;132;JUN/2020;6;87
828;PHY2;118;JUL/2020;2;61
138;ART3;136;AUG/2020;3;83
245;ELE4;126;SEP/2020;6;63
880;ROB5;143;SEP/2020;5;70
334;CS1;125;SEP/2020;3;53
790;PHY2;136;NOV/2020;6;42
258;ART3;114;JAN/2020;4;75
376;ELE4;117;FEB/2020;3;62
816;ROB5;149;MAR/2020;2;58
743;CS1;109;APR/2020;2;48
544;PHY2;148;MAY/2020;3;57
742;ART3;123;JUN/2020;6;43
880;ELE4;102;JUL/2020;4;65
180;ROB5;117;AUG/2020;6;77
305;CS1;105;SEP/2020;2;86
392;PHY2;122;SEP/2020;6;78
783;ART3;138;SEP/2020;6;35
846;ELE4;128;NOV/2020;6;42
571;ROB5;147;JAN/2020;6;52
624;CS1;127;FEB/2020;3;86
770;PHY2;107;MAR/2020;5;97
297;ART3;100;APR/2020;3;43
130;ELE4;100;MAY/2020;5;43
893;ROB5;146;JUN/2020;4;92
547;CS1;132;JUL/2020;2;98
440;PHY2;120;AUG/2020;6;75
907;ART3;100;SEP/2020;6;87
500;ELE4;133;SEP/2020;2;89
350;ROB5;117;SEP/2020;3;47
248;CS1;103;NOV/2020;4;84
780;PHY2;109;JAN/2020;6;90
868;ART3;131;FEB/2020;3;60
447;ELE4;126;MAR/2020;3;46
957;ROB5;145;APR/2020;3;61
348;CS1;122;MAY/2020;5;55
752;PHY2;109;JUN/2020;2;71
451;ART3;147;JUL/2020;4;54
843;ELE4;139;AUG/2020;6;40
728;ROB5;135;SEP/2020;6;36
122;CS1;100;SEP/2020;6;58
655;PHY2;127;SEP/2020;2;59
681;ART3;102;NOV/2020;6;56
911;ELE4;120;JAN/2020;6;42
573;ROB5;129;FEB/2020;3;84
478;CS1;146;MAR/2020;5;95
575;PHY2;109;APR/2020;2;67
542;ART3;122;MAY/2020;6;67
933;ELE4;142;JUN/2020;3;93
735;ROB5;146;JUL/2020;5;64
286;CS1;125;AUG/2020;4;55
462;PHY2;124;SEP/2020;4;82
178;ART3;132;SEP/2020;6;63
317;ELE4;118;SEP/2020;3;63
815;ROB5;118;NOV/2020;2;73
574;CS1;112;JAN/2020;3;77
939;PHY2;109;FEB/2020;2;60
304;ART3;139;MAR/2020;6;57
498;ELE4;108;APR/2020;6;76
868;ROB5;127;MAY/2020;3;67
549;CS1;116;JUN/2020;5;89
670;PHY2;103;JUL/2020;5;54
443;ART3;145;AUG/2020;6;39
676;ELE4;108;SEP/2020;2;83
641;ROB5;141;SEP/2020;2;48
838;CS1;122;SEP/2020;2;96
885;PHY2;123;NOV/2020;3;50
179;ART3;128;JAN/2020;4;62
711;ELE4;127;FEB/2020;4;74
916;ROB5;110;MAR/2020;3;82
591;CS1;130;APR/2020;6;89
144;PHY2;112;MAY/2020;6;52
334;ART3;131;JUN/2020;2;65
490;ELE4;139;JUL/2020;6;65
668;ROB5;131;AUG/2020;2;64
326;CS1;103;SEP/2020;2;48
621;PHY2;119;SEP/2020;6;58
795;ART3;127;SEP/2020;2;68
629;ELE4;126;NOV/2020;4;44
581;ROB5;116;JAN/2020;2;84
862;CS1;122;FEB/2020;4;47
839;PHY2;149;MAR/2020;6;95
661;ART3;112;APR/2020;3;96
656;ELE4;125;MAY/2020;2;79
686;ROB5;125;JUN/2020;2;62
517;CS1;132;JUL/2020;2;55
654;PHY2;105;AUG/2020;4;57
890;ART3;106;SEP/2020;5;78
109;ELE4;108;SEP/2020;2;81
363;ROB5;121;SEP/2020;5;91
930;CS1;114;NOV/2020;3;91
683;PHY2;102;JAN/2020;6;51
611;ART3;138;FEB/2020;4;81
200;ELE4;127;MAR/2020;2;93
627;ROB5;136;APR/2020;3;68
589;CS1;139;MAY/2020;4;76
493;PHY2;146;JUN/2020;5;45
731;ART3;148;JUL/2020;2;67
488;ELE4;148;AUG/2020;5;52
365;ROB5;129;SEP/2020;5;91
265;CS1;110;SEP/2020;5;42
424;PHY2;123;SEP/2020;4;93
611;ART3;117;NOV/2020;6;73
652;ELE4;114;JAN/2020;6;94
508;ROB5;132;FEB/2020;2;68
734;CS1;111;MAR/2020;6;89
798;PHY2;112;APR/2020;3;89
609;ART3;149;MAY/2020;6;100
778;ELE4;107;JUN/2020;2;94
325;ROB5;148;JUL/2020;4;75
360;CS1;129;AUG/2020;3;81
976;PHY2;125;SEP/2020;5;35
876;ART3;145;SEP/2020;2;69
328;ELE4;125;SEP/2020;5;53
523;ROB5;120;NOV/2020;2;82
400;CS1;131;JAN/2020;6;36
459;PHY2;132;FEB/2020;4;66
396;ART3;108;MAR/2020;5;54
905;ELE4;142;APR/2020;2;77
774;ROB5;111;MAY/2020;2;90
128;CS1;143;JUN/2020;4;50
402;PHY2;124;JUL/2020;4;64
379;ART3;144;AUG/2020;6;89
454;ELE4;104;SEP/2020;2;89
840;ROB5;103;SEP/2020;4;58
126;CS1;124;SEP/2020;4;58
995;PHY2;141;NOV/2020;6;83
984;ART3;132;JAN/2020;5;81
313;ELE4;134;FEB/2020;3;66
983;ROB5;130;MAR/2020;4;38
126;CS1;116;APR/2020;6;46
796;PHY2;113;MAY/2020;3;73
345;ART3;108;JUN/2020;3;63
358;ELE4;110;JUL/2020;5;47
935;ROB5;112;AUG/2020;3;90
620;CS1;140;SEP/2020;5;95
329;PHY2;145;SEP/2020;5;88
557;ART3;121;SEP/2020;6;56
284;ELE4;101;NOV/2020;3;71
368;ROB5;122;JAN/2020;3;90
785;CS1;103;FEB/2020;6;65
478;PHY2;140;MAR/2020;4;96
366;ART3;144;APR/2020;5;81
530;ELE4;135;MAY/2020;6;60
282;ROB5;118;JUN/2020;5;75
109;CS1;114;JUL/2020;3;61
467;PHY2;124;AUG/2020;4;68
448;ART3;100;SEP/2020;6;97
578;ELE4;139;SEP/2020;6;87
320;ROB5;101;SEP/2020;4;81
766;CS1;131;NOV/2020;5;64
192;PHY2;113;JAN/2020;2;81
660;ART3;107;FEB/2020;2;63
204;ELE4;118;MAR/2020;4;47
650;ROB5;110;APR/2020;3;66
215;CS1;102;MAY/2020;5;66
790;PHY2;141;JUN/2020;3;56
502;ART3;135;JUL/2020;3;97
976;ELE4;107;AUG/2020;2;63
126;ROB5;139;SEP/2020;5;51
851;CS1;148;SEP/2020;4;76
980;PHY2;136;SEP/2020;2;57
851;ART3;145;NOV/2020;2;50
619;ELE4;122;JAN/2020;6;49
609;ROB5;107;FEB/2020;3;89
291;CS1;116;MAR/2020;5;41
151;PHY2;126;APR/2020;5;53
938;ART3;125;MAY/2020;3;78
566;ELE4;128;JUN/2020;6;48
576;ROB5;144;JUL/2020;3;71
153;CS1;135;AUG/2020;4;74
391;PHY2;104;SEP/2020;2;45
235;ART3;116;SEP/2020;3;57
177;ELE4;115;SEP/2020;4;66
928;ROB5;107;NOV/2020;6;47
790;CS1;129;JAN/2020;2;75
599;PHY2;131;FEB/2020;5;98
967;ART3;121;MAR/2020;6;38
430;ELE4;145;APR/2020;4;51
365;ROB5;120;MAY/2020;2;90
401;CS1;144;JUN/2020;5;99
195;PHY2;107;JUL/2020;4;63
240;ART3;105;AUG/2020;3;64
281;ELE4;107;SEP/2020;4;81
209;ROB5;136;SEP/2020;2;88
551;CS1;148;SEP/2020;6;61
421;PHY2;136;NOV/2020;2;37
836;ART3;103;JAN/2020;3;98
317;ELE4;101;FEB/2020;5;92
251;ROB5;107;MAR/2020;2;82
128;CS1;128;APR/2020;3;52
370;PHY2;135;MAY/2020;6;80
124;ART3;135;JUN/2020;5;63
436;ELE4;118;JUL/2020;2;66
813;ROB5;120;AUG/2020;6;58
940;CS1;102;SEP/2020;3;48
340;PHY2;129;SEP/2020;4;65
686;ART3;103;SEP/2020;2;46
801;ELE4;122;NOV/2020;2;92
519;ROB5;138;JAN/2020;2;95
377;CS1;105;FEB/2020;6;42
166;PHY2;107;MAR/2020;2;88
554;ART3;131;APR/2020;5;85
953;ELE4;145;MAY/2020;4;55
368;ROB5;102;JUN/2020;5;97
362;CS1;118;JUL/2020;5;75
207;PHY2;124;AUG/2020;6;81
651;ART3;136;SEP/2020;2;40
162;ELE4;101;SEP/2020;5;94
870;ROB5;109;SEP/2020;6;100
592;CS1;149;NOV/2020;5;36
324;PHY2;106;JAN/2020;4;61
258;ART3;105;FEB/2020;3;36
368;ELE4;117;MAR/2020;3;96
135;ROB5;123;APR/2020;2;39
651;CS1;149;MAY/2020;2;45
610;PHY2;106;JUN/2020;2;94
532;ART3;135;JUL/2020;2;74
637;ELE4;149;AUG/2020;3;45
422;ROB5;106;SEP/2020;4;72
471;CS1;111;SEP/2020;2;93
754;PHY2;144;SEP/2020;2;71
837;ART3;130;NOV/2020;6;93
975;ELE4;117;JAN/2020;5;74
605;ROB5;148;FEB/2020;3;97
289;CS1;117;MAR/2020;4;39
650;PHY2;100;APR/2020;5;100
325;ART3;101;MAY/2020;4;84
243;ELE4;131;JUN/2020;2;65
201;ROB5;103;JUL/2020;2;37
386;CS1;115;AUG/2020;2;84
793;PHY2;133;SEP/2020;5;86
906;ART3;119;SEP/2020;2;65
153;ELE4;137;SEP/2020;2;38
756;ROB5;140;NOV/2020;3;84
913;CS1;103;JAN/2020;3;83
474;PHY2;118;FEB/2020;3;95
390;ART3;124;MAR/2020;3;35
544;ELE4;111;APR/2020;5;50
855;ROB5;132;MAY/2020;3;87
414;CS1;128;JUN/2020;4;69
358;PHY2;108;JUL/2020;6;95
480;ART3;146;AUG/2020;5;99
207;ELE4;101;SEP/2020;6;72
556;ROB5;142;SEP/2020;4;60
725;CS1;116;SEP/2020;4;51
266;PHY2;118;NOV/2020;6;65
285;ART3;102;JAN/2020;2;52
742;ELE4;138;FEB/2020;6;54
236;ROB5;123;MAR/2020;2;67
912;CS1;134;APR/2020;6;88
610;PHY2;150;MAY/2020;5;41
807;ART3;118;JUN/2020;2;96
465;ELE4;104;JUL/2020;4;46
225;ROB5;130;AUG/2020;4;93
792;CS1;103;SEP/2020;6;80
234;PHY2;141;SEP/2020;2;73
909;ART3;109;SEP/2020;2;44
797;ELE4;112;NOV/2020;6;52
197;ROB5;119;JAN/2020;6;86
648;CS1;106;FEB/2020;4;89
177;PHY2;117;MAR/2020;3;60
362;ART3;122;APR/2020;5;56
316;ELE4;147;MAY/2020;3;89
786;ROB5;130;JUN/2020;6;83
115;CS1;109;JUL/2020;5;99
942;PHY2;147;AUG/2020;6;38
414;ART3;110;SEP/2020;6;91
595;ELE4;118;SEP/2020;4;36
729;ROB5;140;SEP/2020;6;78
363;CS1;149;NOV/2020;2;53
390;PHY2;139;JAN/2020;4;61
512;ART3;138;FEB/2020;5;84
752;ELE4;107;MAR/2020;3;63
760;ROB5;143;APR/2020;2;62
506;CS1;126;MAY/2020;2;72
876;PHY2;135;JUN/2020;6;95
696;ART3;132;JUL/2020;2;100
356;ELE4;100;AUG/2020;4;71
235;ROB5;141;SEP/2020;2;42
118;CS1;142;SEP/2020;5;76
755;PHY2;132;SEP/2020;5;99
428;ART3;138;NOV/2020;4;55
272;ELE4;113;JAN/2020;6;90
278;ROB5;144;FEB/2020;6;51
297;CS1;104;MAR/2020;6;41
941;PHY2;136;APR/2020;3;94
970;ART3;133;MAY/2020;6;88
511;ELE4;127;JUN/2020;4;100
293;ROB5;111;JUL/2020;5;47
581;CS1;104;AUG/2020;6;92
341;PHY2;110;SEP/2020;6;37
614;ART3;135;SEP/2020;4;68
151;ELE4;111;SEP/2020;6;100
740;ROB5;111;NOV/2020;2;49
165;CS1;101;JAN/2020;4;95
636;PHY2;111;FEB/2020;5;99
183;ART3;100;MAR/2020;6;99
417;ELE4;118;APR/2020;4;41
880;ROB5;108;MAY/2020;5;41
621;CS1;102;JUN/2020;4;49
266;PHY2;101;JUL/2020;4;92
466;ART3;131;AUG/2020;5;89
990;ELE4;127;SEP/2020;4;48
926;ROB5;137;SEP/2020;6;52
549;CS1;109;SEP/2020;5;46
544;PHY2;142;NOV/2020;6;80
522;ART3;131;JAN/2020;6;92
874;ELE4;123;FEB/2020;5;92
148;ROB5;136;MAR/2020;6;57
930;CS1;108;APR/2020;3;95
923;PHY2;147;MAY/2020;5;81
686;ART3;121;JUN/2020;5;73
586;ELE4;107;JUL/2020;6;47
635;ROB5;111;AUG/2020;6;58
913;CS1;118;SEP/2020;4;76
836;PHY2;134;SEP/2020;6;85
931;ART3;115;SEP/2020;4;81
370;ELE4;143;NOV/2020;4;67
455;ROB5;117;JAN/2020;6;97
200;CS1;120;FEB/2020;2;45
364;PHY2;126;MAR/2020;3;45
921;ART3;143;APR/2020;3;43
699;ELE4;131;MAY/2020;2;100
620;ROB5;130;JUN/2020;2;57
548;CS1;124;JUL/2020;2;81
987;PHY2;100;AUG/2020;4;56
335;ART3;102;SEP/2020;3;60
363;ELE4;108;SEP/2020;3;83
143;ROB5;136;SEP/2020;5;44
303;CS1;104;NOV/2020;6;40
525;PHY2;106;JAN/2020;3;96
292;ART3;122;FEB/2020;4;75
802;ELE4;127;MAR/2020;3;56
438;ROB5;116;APR/2020;2;54
837;CS1;112;MAY/2020;5;43
737;PHY2;113;JUN/2020;3;72
824;ART3;129;JUL/2020;4;77
987;ELE4;139;AUG/2020;2;55
165;ROB5;141;SEP/2020;5;48
282;CS1;108;SEP/2020;4;98
287;PHY2;143;SEP/2020;2;39
624;ART3;105;NOV/2020;5;96
348;ELE4;112;JAN/2020;4;94
535;ROB5;122;FEB/2020;6;92
127;CS1;117;MAR/2020;6;62
752;PHY2;113;APR/2020;4;100
375;ART3;125;MAY/2020;3;87
234;ELE4;105;JUN/2020;3;37
116;ROB5;115;JUL/2020;3;46
521;CS1;134;AUG/2020;2;50
488;PHY2;141;SEP/2020;5;50
724;ART3;142;SEP/2020;5;57
675;ELE4;141;SEP/2020;5;64
734;ROB5;117;NOV/2020;4;96
472;CS1;141;JAN/2020;6;92
772;PHY2;143;FEB/2020;5;43
884;ART3;111;MAR/2020;6;64
928;ELE4;110;APR/2020;4;81
648;ROB5;142;MAY/2020;2;95
958;CS1;130;JUN/2020;3;45
331;PHY2;141;JUL/2020;4;50
840;ART3;136;AUG/2020;4;44
640;ELE4;129;SEP/2020;3;88
997;ROB5;127;SEP/2020;3;68
754;CS1;117;SEP/2020;6;100
446;PHY2;128;NOV/2020;2;76
858;ART3;107;JAN/2020;2;84
339;ELE4;132;FEB/2020;2;97
733;ROB5;143;MAR/2020;6;58
788;CS1;126;APR/2020;2;91
851;PHY2;113;MAY/2020;2;72
703;ART3;104;JUN/2020;3;53
963;ELE4;111;JUL/2020;4;67
674;ROB5;130;AUG/2020;5;79
377;CS1;139;SEP/2020;4;65
190;PHY2;131;SEP/2020;5;51
777;ART3;107;SEP/2020;4;46
467;ELE4;111;NOV/2020;3;76
930;ROB5;134;JAN/2020;5;46
124;CS1;100;FEB/2020;2;56
760;PHY2;138;MAR/2020;2;69
838;ART3;134;APR/2020;4;80
109;ELE4;106;MAY/2020;4;95
771;ROB5;115;JUN/2020;2;41
206;CS1;135;JUL/2020;2;92
526;PHY2;135;AUG/2020;6;88
822;ART3;103;SEP/2020;3;81
799;ELE4;110;SEP/2020;2;71
665;ROB5;147;SEP/2020;3;48
741;CS1;113;NOV/2020;4;80
744;PHY2;142;JAN/2020;3;73
905;ART3;104;FEB/2020;6;93
736;ELE4;141;MAR/2020;5;85
489;ROB5;128;APR/2020;4;49
206;CS1;117;MAY/2020;6;49
376;PHY2;112;JUN/2020;6;57
553;ART3;102;JUL/2020;3;45
336;ELE4;102;AUG/2020;5;50
228;ROB5;122;SEP/2020;6;52
536;CS1;139;SEP/2020;5;65
206;PHY2;142;SEP/2020;3;84
689;ART3;140;NOV/2020;3;37
112;ELE4;129;JAN/2020;6;49
218;ROB5;133;FEB/2020;2;59
665;CS1;146;MAR/2020;4;71
427;PHY2;100;APR/2020;4;98
447;ART3;136;MAY/2020;4;36
812;ELE4;128;JUN/2020;2;70
442;ROB5;146;JUL/2020;2;46
835;CS1;130;AUG/2020;3;35
289;PHY2;136;SEP/2020;5;44
656;ART3;134;SEP/2020;3;70
143;ELE4;122;SEP/2020;5;73
898;ROB5;103;NOV/2020;2;59
650;CS1;143;JAN/2020;3;60
791;PHY2;120;FEB/2020;4;53
964;ART3;121;MAR/2020;5;84
598;ELE4;124;APR/2020;3;94
370;ROB5;134;MAY/2020;3;50
957;CS1;104;JUN/2020;4;49
288;PHY2;124;JUL/2020;2;40
962;ART3;133;AUG/2020;3;90
984;ELE4;111;SEP/2020;2;91
670;ROB5;126;SEP/2020;6;43
105;CS1;112;SEP/2020;5;93
425;PHY2;128;NOV/2020;3;42
384;ART3;126;JAN/2020;6;76
418;ELE4;124;FEB/2020;3;84
846;ROB5;144;MAR/2020;4;64
534;CS1;139;APR/2020;2;37
867;PHY2;113;MAY/2020;5;69
748;ART3;108;JUN/2020;4;35
851;ELE4;126;JUL/2020;6;49
